sk_d_aluno,nome_completo,matricula_dre,sexo,idade,data_nascimento,periodo_ingresso_curso_atual,periodo_ingresso_ufrj,forma_ingresso,modalidade_cota,nota_enem
8f0790a798b04fdc9197ebcf6b985fae03a1141c6340e9dbf56a5b920b60c634,Sr. Fernando Vasconcelos,100095491,Masculino,19.0,04/12/1981,2000/1,2000/1,Vestibular,Ampla Concorrência,
bc33b8b67abaa032923c2fc7dd61130195a427b8054b8fb0c17b22a8f540434a,João Lucas Silva,100076008,Masculino,20.0,18/04/1980,2000/1,2000/1,Vestibular,Ampla Concorrência,
4ed7ed87b8115c31a9ef393c5e8328418e4efb63d874e4648e2f3e65cbff501c,Samuel da Mota,100079200,Masculino,20.0,06/06/1980,2000/1,2000/1,Vestibular,Ampla Concorrência,
8de522aa07104e67bbd6af410f091b60657662c4c489c153e5c6fba8f6a2e10e,Sra. Stella Mendonça,100080543,Masculino,19.0,18/09/1981,2000/1,2000/1,Vestibular,Ampla Concorrência,
c4bab1f555afbc7edd04fd2d912be982952676406b3e9912c8af5e27a1de169c,José Pedro Porto,100048546,Feminino,23.0,06/08/1977,2000/1,2000/1,Transferência,Ampla Concorrência,
2c374f26416ef52fb2ec4b129ad22a2ae50a4187094ba9a03a3843fdeaa4a859,Sr. Fernando Aparecida,100019301,Masculino,21.0,07/05/1979,2000/1,2000/1,Transferência,Ampla Concorrência,
a0f7fe999b94fd0e61a72010253c6cf7d57cb78bc3193ade8c9092ec8cb11a2c,Carlos Eduardo Silva,100071201,Masculino,19.0,29/12/1981,2000/1,2000/1,Vestibular,Ampla Concorrência,
0d05d352a325534939b086997a5d3c17a90f6c0d7c0f7fc469bb0e241ad3e340,Dom Sampaio,100090323,Masculino,20.0,29/05/1980,2000/1,2000/1,Vestibular,Ampla Concorrência,
8ae9cd8a5b026312e9474934e2f59e8a2b3302d062ea2cbf23a1001b20ff46d3,Benício Cavalcanti,100022703,Masculino,21.0,03/10/1979,2000/1,2000/1,Vestibular,Ampla Concorrência,
09b7c7f2f570b24f9e57892bc562cc519de54bd5081b5194737ae6500860b9d0,Milena Azevedo,100019304,Feminino,26.0,13/05/1974,2000/1,2000/1,Transferência,Ampla Concorrência,
567d340082068c179a82a5a3f86f2a3882163886d59ec2a659a0e2bbbfa78f83,Valentim Moreira,100170099,Masculino,19.0,20/07/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
2c0256d34becec0ad97e5594e12a715f1042411a4ecbe7d003d8932a03d9f8a5,Mathias Garcia,100180008,Masculino,18.0,21/07/1982,2000/1,2000/2,Vestibular,Ampla Concorrência,
79efdbd32a32b4f03ea1306c701074b47db1884bb64c186bc29f990c2d9bc720,Srta. Ester Nunes,100182244,Masculino,18.0,23/03/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
beaf6f5de2922d7edb6c29f019ffbd1e43368570c5cdd3511c874ad1de7c08b5,Ana Vitória Borges,100151894,Masculino,18.0,09/03/1982,2000/1,2000/2,Vestibular,Ampla Concorrência,
b9a0dff0ab869a9d07bdf72ab9b1431a94d8b806789bceb2fb7d5e61ce9f48b0,Fernando Gomes,100191017,Masculino,22.0,30/01/1978,2000/2,2000/2,Vestibular,Ampla Concorrência,
98bb338513ddb3f4890f5994ba08ae6cecf6c2a81dd8a533f468ae707fbfe5ba,Joaquim da Mota,100181973,Masculino,20.0,04/01/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
f777beca30525584b8d76e5d931d352bf5197fc88e96eb3fbb6da29a5cb87188,Sophie Castro,100120621,Feminino,22.0,09/12/1978,2000/2,2000/2,Vestibular,Ampla Concorrência,
5d5d714324d0e189e52016775f75f70b9c037e30ae54c6162659ba21e31b7b61,Bryan Costa,100165541,Masculino,22.0,31/10/1978,2000/2,2000/2,Vestibular,Ampla Concorrência,
5ef02c1ab4daa154324155c85c9d991b7bc215ced19fdbf214b047e538489c22,Alice Oliveira,100100591,Masculino,19.0,26/05/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
744c9ab78322d8be49adb8257402744297d911d8316f193cbcc5b45d06cad76a,Vitor Hugo Lopes,100100113,Feminino,21.0,14/11/1979,2000/2,2000/2,Vestibular,Ampla Concorrência,
12835bbd3710c050cfe894326850c534fb6dd8ce6ff12bde23cdf4d1d20892c0,Lívia da Cunha,100163188,Masculino,19.0,13/10/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
53f0b203447c25bbc49b947a826485ba3122e6a1aa6980b9a30aa0ecd8bea3fb,Amanda Porto,100152781,Feminino,20.0,12/11/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
5bdb6c70ef513379a6da2ccd116e7e67ddcbd67cdaac117a329a59a02c74e66a,Ryan Lima,100170227,Masculino,21.0,20/07/1979,2000/2,2000/2,Vestibular,Ampla Concorrência,
3f1f51511fc54eb87b59a34c025e4b016ca1ee431c7145982bc2c0f4998cffe7,Maria Eduarda da Rosa,100196999,Masculino,18.0,26/12/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
2c9cffb8331d0d64e8e69a372345a2552bcac7a04f0e178ba978f13779937a3c,Bernardo das Neves,100123167,Masculino,21.0,11/09/1979,2000/2,2000/2,Vestibular,Ampla Concorrência,
48edf43abc71f8229367ba4330f441d9e26c20608aa8bfb683453d1aabe2d9d4,Dra. Maria Flor Montenegro,100105070,Masculino,18.0,11/06/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
971248f72708741060c4c10f6618f5d1d1877df585d57d5e67d616d37ff7a66b,Francisco Dias,100148485,Masculino,18.0,17/03/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
f91fdc498fa551348dd81edaaa4b361e17bce1d8a34d00c02de428735f0ec72f,Luiz Otávio da Rosa,100182290,Masculino,20.0,05/09/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
2f58ebf8a4cf4ff98eb444185558ee45c2f3e6750b45c9db84e01c56460bf930,Ian Camargo,100157578,Masculino,19.0,09/03/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
b230dcaf63f806ce28bb3e28b288f3099a5417282ee5bac437330b6829da7005,Valentina Aparecida,100128296,Masculino,18.0,01/12/1982,2000/1,2000/2,Vestibular,Ampla Concorrência,
03db47c1d0dfe10948e56e68644b474c023ed72035778b3ca967666f36e0113a,Maria Júlia Gonçalves,100139801,Masculino,20.0,18/11/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
93ec5addc9c86e6f6dc358a08c3af13259e39e6066540a07208b8332aacf48b5,Luísa Cassiano,100191943,Masculino,20.0,26/09/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
7c3d5c9d5fd4acd6890685884a0f838bab85a6cf42845046d9ef792e4715b051,Alexia Almeida,100172267,Masculino,18.0,20/09/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
e056f206b3188d7d74bf7284f5015358af452aceece47309a26407ee2dca7940,Sr. Eduardo Peixoto,100106983,Masculino,23.0,29/03/1977,2000/1,2000/2,Vestibular,Ampla Concorrência,
264b3ed99b3767438d4c51712b34c75b9eddaeec134b1714232d21f969eb188c,Maria Luiza Cunha,100108427,Masculino,22.0,01/08/1978,2000/1,2000/2,Vestibular,Ampla Concorrência,
62b3b4e45e29b317e76e6f7ea0e18272779ba9da8417c4e47de77d64858c0490,Bento Aparecida,100146158,Masculino,19.0,29/09/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
4502abbf47a703099a4586318b2ae67b19ddecf7b8e06dc711b6cefc71df43e7,Emilly Montenegro,100127535,Masculino,20.0,10/04/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
f8583303d001be349a1950c2564103b794ab0ed33dd512ae56da0bafe9aa158e,Dr. Arthur Gabriel Pinto,100157238,Feminino,20.0,31/08/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
05f7bda53e8c6844bffb8ea3d6e2c0f518fb95125ff6231946d15b9926bde3f5,Raul Vargas,100128436,Masculino,19.0,26/04/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
022b0808e0986eee98be39a96f8adce66a44897ddf3d81b44471578c992d52f3,Maysa Vasconcelos,100134891,Feminino,19.0,04/10/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
3d66464f9e8cff8afa8a41bd465fd285ccb84aed73d936722a65e885aa1f0a76,Nina Souza,100141959,Masculino,21.0,28/10/1979,2000/2,2000/2,Vestibular,Ampla Concorrência,
353e74e2b3d4f5dd403b361fe19a4dbcabb1828f4f01a4d37db7bb5114f63016,Bruno da Cruz,100176899,Masculino,19.0,25/03/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
79c1e53028e3f47d7d29b57ad40cc41a6ebfd20128ea495fe3bcb050234da987,Hellena Cardoso,100106427,Masculino,19.0,30/05/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
bc4b88da0cea3148a0caa56b196e1ede5e548c90f888ad597cfc387030de2506,Clara Sampaio,100103960,Masculino,17.0,03/01/1983,2000/2,2000/2,Vestibular,Ampla Concorrência,
b25ef05ef5a375fb456d456480950761eb4e41aac43ee3791ad048cb5225cf89,Milena Vargas,100130858,Masculino,18.0,18/02/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
ceedadbdafd73203b5a8ade52596cd7c8bb4e10ac4a3f67df0162c07085d8090,Emanuel Leão,100174881,Masculino,23.0,17/10/1977,2000/2,2000/2,Vestibular,Ampla Concorrência,
f332e2005c980a1c6ffe1f49daea95821678488ef2cdeffb502c38239d6230bb,Rafaela Viana,100169353,Masculino,22.0,22/11/1978,2000/1,2000/2,Vestibular,Ampla Concorrência,
2ac2ccff8f29350508901d14f837d1cfe41e8be3fb8f7d57b30b214577f45880,Luiza da Rosa,100127758,Masculino,18.0,23/09/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
1c0ecacf7c4b4b95a783b8fd54308957d693cdb0df5172d98f8710c6d0c68729,Sr. Danilo Nascimento,100160169,Masculino,21.0,23/12/1979,2000/1,2000/2,Vestibular,Ampla Concorrência,
dfc9f505475ca9b10ca232dde8f41df22e69295a123f7fe1ce57a89fef34a236,Carolina Fonseca,100193041,Masculino,18.0,23/04/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
c4b2658e093985c753a9ec1e8e7e7fd33ebc6c5f7ebb1d68a0312a9b5b5dad0c,Gael Vargas,100166722,Masculino,19.0,29/04/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
ef70fdd52b5ac2948a4e519c1fd8832819e5e97b9a1fdc0be8f52af636dd5448,Liam Sales,100127279,Masculino,19.0,07/10/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
95cbf73b48ec70179f59b74dc8077b5681df80e3b8e1cb0ef8832f3283502e43,Pedro Lucas da Rocha,100188506,Masculino,18.0,27/09/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
04f19cfc637f8b129c1a36cd80461ca132dddb356356cd1932379039c68a82a3,Marcos Vinicius Viana,100169941,Feminino,19.0,18/06/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
ec8cc7baaf4685551f0b7e56630d3548dc41145f901c6c1f8af4f95b0dde4923,Maria Cecília Costa,100145106,Masculino,19.0,30/11/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
855d38be199e2908b66541b7f71597d8c3851db80fff6ff6d944edf6e8ce1ffb,Yan Pires,100147400,Masculino,20.0,15/03/1980,2000/1,2000/2,Transferência,Ampla Concorrência,
ae64832c9ab9fce7bc1982187032020a45614514e1a4d2970c67b323750c298c,Alícia Andrade,100103798,Feminino,18.0,08/11/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
d01ed2306af071f8d886198e7cfe0c7bc65d83f417cadf1a31f3f5d1377f6bcf,Evelyn Aparecida,100186837,Feminino,18.0,05/06/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
688bea8a8a8525f7b6d58c92225776b9337f7bbeca7ccd08407b43a305701d2d,Larissa Ramos,100187136,Masculino,19.0,16/11/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
83da476dbe90c5a7714081d8174c81f862ab8c33208bd0e4cd1b029308ac09a2,Lorenzo Costa,100160880,Masculino,19.0,28/01/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
015f57ba84bbcb50dfc5a11aa46db39e215d5b632915b3416c0ae3f04789bda7,Aurora Cunha,100174276,Feminino,19.0,14/04/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
1a4c49610cd320020f1b7258c77e9488abbd99bce2708c1a38423ca4978a9230,Ana Clara Fernandes,100192492,Masculino,18.0,02/06/1982,2000/2,2000/2,Vestibular,Ampla Concorrência,
8a268a70393b2ae2c5da125f419bd9937948aa710bde27e823e62a6cb0cca1c0,Srta. Zoe Borges,100179053,Masculino,19.0,09/10/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
ec6acf55ac2dc47a49b516b45363043de9852763de7bc21f3daa080141b10358,Lavínia Nunes,100146833,Feminino,19.0,01/01/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
3faaae8ae32284eec073e7aa3cf11cef7117ec3f6a91cbba376c1099c3d1762a,Thiago Novais,100154276,Masculino,19.0,27/06/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
e18032bf80de90f880ec726bdb1f6089052676dd17cdd9ab35d65998d41d8792,Amanda Porto,100143984,Masculino,20.0,16/12/1980,2000/2,2000/2,Vestibular,Ampla Concorrência,
72a6766c6c2bf14b7fddc922300ff3ecd46e1216a90773bb8f05a0eecba60b04,Bianca Correia,100188751,Masculino,19.0,18/04/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
47fc8bda4808322c86a88649d3410a3dfdb98c226c1c4801d98c681b3375dbba,Sr. Vitor Silveira,100185959,Masculino,21.0,30/12/1979,2000/1,2000/2,Vestibular,Ampla Concorrência,
1df7cd399bc78cd7271a43bcb731f0f09d8a69033707bed2ae511e1b9a6696e9,Srta. Vitória Fernandes,100124587,Masculino,19.0,25/11/1981,2000/2,2000/2,Vestibular,Ampla Concorrência,
2031703c65fcf60e36d168a8e741769d746af088a8c931ae9f1423d7fb8b0fcc,Nathan Sampaio,101005722,Masculino,39.0,15/02/1962,2001/1,2001/1,Vestibular,Ampla Concorrência,
232c56b99e7e2d691af1bf0353e2b60c20345f9909ca4ff7a2c4b8eaaba44050,Gustavo Rezende,101038664,Masculino,19.0,28/07/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
11712371820099a91b86a497ac9d3ce2ed3f471fe7f9e68cb3572c2d25a5728c,Srta. Maya Macedo,101045536,Masculino,21.0,15/09/1980,2001/1,2001/1,Vestibular,Ampla Concorrência,
97dd854d92c467465905111850e0a66be6ba4c8fd3e2543aef7b9e74b0d086eb,Dr. José Pedro Moraes,101049567,Masculino,19.0,21/12/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
bf48831d702b477df83592fd9d4e5d13a6018122f18960b4b7eb9580b0e967c5,Thomas Peixoto,101041346,Feminino,18.0,06/06/1983,2001/1,2001/1,Vestibular,Ampla Concorrência,
51c0b1a386b169081beb47f0faf6ef8eea1a1782736d03682f33d6097feb28ca,Vitor Araújo,101082671,Masculino,19.0,05/04/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
8c99440ec2c8260c7ebcf4957d0772c13d2e7510661c535586fd21d47573bb64,Theo Campos,101091812,Masculino,20.0,10/09/1981,2001/2,2001/1,Vestibular,Ampla Concorrência,
3fa30ac8d9d76735f9550d4dedfbf0047cb3d98a63688f812b1db7ce84c5e78f,Pedro Miguel Pereira,101097778,Masculino,19.0,03/10/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
786b996fffba8a639f83244c7fac6bf35e03c5183162e07481d7681e24b26372,Nicolas Cirino,101002726,Masculino,20.0,17/12/1981,2001/1,2001/1,Vestibular,Ampla Concorrência,
483846952286127e6198f8861bda6c1ddbf8ba79bb35be45c2f06b13b2a688ea,Nicole Ribeiro,101060833,Masculino,19.0,06/12/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
c25da178a2d1db245a8549d9dbe90dc867e9b216b0a0d84138449f575ed2e447,Gustavo Henrique Albuquerque,101098256,Masculino,19.0,29/10/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
f51cd2edfaccc95bdb0b9f45985c23b386ef272e7e91b84195e8ffda0014da65,Fernando da Mata,101053020,Masculino,19.0,13/03/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
2ac073a85aafbf3dda761f58b4667a0bf9134e6b83cb1d80a7317fce5337727d,Rhavi Câmara,101005332,Masculino,19.0,02/10/1982,2001/1,2001/1,Vestibular,Ampla Concorrência,
87ad87d660d476ef43da0a357444a19efa47596ba53eb4c1eae19a8c2e26c303,Calebe Gomes,101058931,Masculino,31.0,10/09/1970,2001/1,2001/1,Vestibular,Ampla Concorrência,
e6f12650197bd6a5087c52e1a3627f437ca7753f6fa29f78dc389a5f4dab020d,Maria Fonseca,101006162,Masculino,21.0,11/10/1981,2002/1,2001/1,Vestibular,Ampla Concorrência,
